steps,update,ep_rew_mean,std,policy_loss,value_loss,entropy,approx_kl,clip_frac,p_lane_change
100352,49,40.12811335566747,0.5459426045417786,-0.004892932226357516,1.6198073540814222,1.6891860339790583,0.012441702242358587,0.1251953125,0.5522641539573669
102400,50,37.374373429261,0.5460098385810852,-0.005735257196647581,1.1110562044661492,1.66816652007401,0.004017969279084354,0.08203125,0.5188170075416565
104448,51,38.91065084511196,0.5455713272094727,-0.007299711040104739,0.24567486053565518,1.7387413423508407,0.010084783544880339,0.125390625,0.6694974899291992
106496,52,37.33684790796396,0.5424454212188721,-0.005193885102926288,0.6069950360106304,1.66624670997262,0.007008903389214538,0.082861328125,0.5718055367469788
108544,53,38.012108327033765,0.5412425994873047,-0.007718004009802826,0.37318220478482544,1.6789218485355377,0.00793953336251434,0.09248046875,0.6061617732048035
110592,54,37.841973036273195,0.5373003482818604,-0.008397393260383978,0.4639862307114527,1.6786713473498822,0.004975958954310045,0.099951171875,0.5311933755874634
112640,55,39.618135498852936,0.5345174074172974,-0.006356044849962927,1.045094133587554,1.6514865644276142,0.010525308371870778,0.11005859375,0.5549963116645813
114688,56,39.19343440175347,0.5335286855697632,-0.005083283249405213,0.9709188072476536,1.6378201402723789,0.0065783035999629645,0.07021484375,0.5462357997894287
116736,57,42.912560298560095,0.5348321199417114,-0.004430827106989455,0.46566042210906744,1.5894007213413714,0.009490612125955523,0.111572265625,0.5793508887290955
118784,58,43.62045226841015,0.5298959612846375,-0.004315343392954673,0.9238588309613988,1.675799111649394,0.005089938131277449,0.092626953125,0.5735441446304321
120832,59,42.74232570025118,0.5334581136703491,-0.009537349312449806,1.5129034075886012,1.647312069311738,0.00581150343932677,0.10166015625,0.5338780879974365
122880,60,39.92723193496298,0.5335169434547424,-0.005345838965149596,1.9770417445339263,1.6596089072525502,0.009853739110985771,0.093994140625,0.5841841101646423
124928,61,40.61093315332367,0.5384565591812134,-0.0052578642033040525,0.5760622718837112,1.6912262313067914,0.009829867820371874,0.10048828125,0.6224645376205444
126976,62,38.80932895211468,0.5391185283660889,-0.0034314149568672294,1.4190610734280198,1.6555112600326538,0.005924584352760576,0.0505859375,0.6084105968475342
129024,63,32.80266612769177,0.5382137298583984,-0.007193728175479919,1.956815233733505,1.6406468715518714,0.0033504445222206415,0.097021484375,0.541648805141449
131072,64,33.93718462567597,0.540152370929718,-0.010029999731341378,1.5659602552652359,1.6602974712848664,0.006525071478972677,0.095263671875,0.554831862449646
133120,65,38.485213861521665,0.5347059369087219,-0.005444853557855822,0.47305947623681277,1.6563160084187984,0.006142257299507037,0.0994140625,0.561543345451355
135168,66,36.740585882857395,0.5370432138442993,-0.005467386137752328,1.4720792825333775,1.6707175318151712,0.006445876118959859,0.0751953125,0.5735276937484741
137216,67,41.82738082307602,0.5323326587677002,-0.0033273212113272164,0.542603779444471,1.6146941423416137,0.008536458815797232,0.07763671875,0.5350676774978638
139264,68,39.394903681054046,0.533048689365387,-0.006768885324709118,2.005985029321164,1.6408074412494897,0.008497426408575847,0.093359375,0.5755815505981445
141312,69,41.89152784930542,0.5295963287353516,-0.009053690171276685,1.0255567236803471,1.6551982849836349,0.014016075024846942,0.12119140625,0.6123654246330261
143360,70,45.62468927792402,0.5179710984230042,-0.007227241428336128,0.4817157604265958,1.6710304904729127,0.008796440318110398,0.12578125,0.5958690643310547
145408,71,44.003657632098104,0.5201573967933655,-0.0066373776877298955,0.9090890551451594,1.626525155082345,0.007312764989910648,0.129150390625,0.6204763650894165
147456,72,43.19462437298528,0.5208677053451538,-0.005678735939727631,1.6760783694218844,1.6652439549565314,0.008379866351606324,0.10595703125,0.6417268514633179
149504,73,45.949253003192716,0.5201629996299744,-0.006247540788899641,0.8342235331423581,1.6292018998414277,0.008751250404748135,0.119580078125,0.6316503882408142
151552,74,46.88222389290064,0.5182504057884216,-0.006737162162608001,1.7251189327798784,1.6408308088779449,0.008368006694945506,0.131982421875,0.596095085144043
153600,75,45.8095657670669,0.5157791376113892,-0.004540284065296873,1.8957795893773437,1.571772925555706,0.00660772149276454,0.068603515625,0.5161041617393494
155648,76,47.59693014907957,0.5122851133346558,-0.004224121078732423,0.6636494308244437,1.6318376798182725,0.009415938259917312,0.095361328125,0.61031174659729
157696,77,48.23840799976355,0.5123338103294373,-0.007755227532470599,0.6886877460405231,1.6435201320797206,0.007933899559429847,0.106689453125,0.5871942043304443
159744,78,48.27437493537476,0.511961817741394,-0.00860873946803622,1.3422381965909154,1.6202111519873141,0.008346215859637596,0.113134765625,0.6413959860801697
161792,79,52.04871473830391,0.5108475685119629,-0.007535568391904235,1.3710151298437268,1.637032948806882,0.0058285974824684676,0.0677734375,0.6725120544433594
163840,80,50.809572705242466,0.5110464692115784,-0.004872777142736595,2.182326746173203,1.6126760292798281,0.00786503916606307,0.09482421875,0.5916486382484436
165888,81,48.37324056102081,0.5125966668128967,-0.0070377154188463464,2.4083123974502088,1.5993948753923177,0.008189657618640923,0.1279296875,0.5850883722305298
167936,82,38.67726472628283,0.5151129364967346,-0.006076312996447087,3.857815546169877,1.6077886320650578,0.006337362437625416,0.078662109375,0.6514965891838074
169984,83,33.33115554202936,0.5144646167755127,-0.004710002744104713,1.4952934309840202,1.577831694483757,0.007520793401636183,0.075341796875,0.6372694373130798
172032,84,31.380737317210002,0.5177716016769409,-0.006221136552630924,1.6831178509630262,1.5677466783672571,0.009715273609617724,0.121044921875,0.6787739992141724
174080,85,29.642754426901586,0.5205835103988647,-0.007572719933523331,1.75740887215361,1.5984165143221616,0.00596541027771309,0.13447265625,0.6685593128204346
176128,86,26.995558507352534,0.5205346941947937,-0.005213488814479206,2.276487844623625,1.57396891862154,0.009732337185414507,0.10419921875,0.6662870645523071
178176,87,28.173597796156116,0.5136440992355347,-0.007652308244723826,1.2218295344151557,1.5823753144592048,0.007909063578699716,0.102099609375,0.6339975595474243
180224,88,35.550233610198056,0.5095192193984985,-0.004454940049618017,0.5689950814470649,1.6331826396286488,0.007458301621954888,0.100244140625,0.6523526906967163
182272,89,39.88706434068269,0.5100796222686768,-0.00384840154874837,2.7616916397586464,1.6026556696742773,0.008227446020464413,0.067529296875,0.6522164344787598
184320,90,42.32284722951613,0.5077335238456726,-0.0019381309597520159,0.8408646347466856,1.604096431285143,0.00588485372136347,0.11279296875,0.6436666250228882
186368,91,41.64962502115326,0.5068878531455994,-0.008000375944538974,1.425513614807278,1.5758771881461144,0.0164108207449317,0.0720703125,0.6289840340614319
188416,92,45.90842618274483,0.5049803853034973,-0.006624580922652968,1.0990231321193278,1.5698274586349725,0.01122887663950678,0.154736328125,0.6627380847930908
190464,93,43.285500615810726,0.50513756275177,-0.00942200036806753,3.3551359444856645,1.5494201023131609,0.008420727093471215,0.134375,0.7043487429618835
192512,94,39.809734066119475,0.5071135759353638,-0.004905973782297224,1.0005610234104096,1.56521092094481,0.007426623550418299,0.118896484375,0.6786255836486816
194560,95,36.53706297836291,0.5076744556427002,-0.00824775553192012,1.6480051992926747,1.6114062063395977,0.010778001658036374,0.13798828125,0.6348809003829956
196608,96,35.44020813715905,0.5091359615325928,-0.004869401287578512,1.588617571350187,1.5679581969976426,0.005753146484494209,0.083154296875,0.6996067762374878
198656,97,34.8955317559939,0.508396327495575,-0.004579847177956254,1.1699704772327095,1.527377839013934,0.007534602518717293,0.115576171875,0.7455993890762329
200704,98,33.363511724074634,0.5105383992195129,0.0007726513111265376,1.257746507693082,1.5060481455177068,0.009144418439245783,0.1322265625,0.7048255205154419
