steps,update,ep_rew_mean,std,policy_loss,value_loss,entropy,approx_kl,clip_frac
141312,69,9.806871925325122,0.5991644859313965,-0.005695837577513884,0.5245453964453191,0.907160340063274,0.002478284937387798,0.047900390625
143360,70,9.830391829586237,0.5942840576171875,-0.001758263092051493,0.4704888385720551,0.9025742227211595,0.0032086758059449495,0.014697265625
145408,71,9.722091120643062,0.5966265201568604,-0.003631523648800794,0.501895609498024,0.9002506578341126,0.0055799281966756095,0.040380859375
147456,72,10.358066570673959,0.598362386226654,-0.0011108631428214722,0.5092459772713482,0.9044176323339344,-0.00014109287440078333,0.027197265625
149504,73,10.322485041539391,0.5973851084709167,-0.0018162694410420953,0.5276181229390204,0.9042506163939834,0.0037902716707321816,0.02880859375
151552,74,10.37710492237425,0.5945407748222351,-0.0015417960545164532,0.5206916908733547,0.9017780300229787,0.002707837501657195,0.0228515625
153600,75,9.261060399509436,0.5971862077713013,-0.0014302912182756699,0.5993314671795815,0.9010489225387573,0.0019237769927713088,0.018310546875
155648,76,10.880293697895098,0.5981563925743103,-0.0025448767468333245,0.536183879012242,0.9039675487205386,0.002367793908342719,0.030126953125
157696,77,9.788315551496174,0.5977391004562378,-0.0019644832180347295,0.4728873873129487,0.9047266075387597,0.0022742647561244667,0.0189453125
159744,78,9.789499692177577,0.5952953100204468,-0.0029073659403366036,0.5405543511267752,0.9021668622270227,0.00601684924622532,0.046142578125
161792,79,10.314815814832055,0.5971901416778564,-0.0032717692432925106,0.6006502577103674,0.901613624766469,0.004807137780881021,0.0451171875
163840,80,10.303825280589898,0.5983088612556458,-0.00300844237790443,0.4975566051900387,0.9047356601804495,0.002376810647547245,0.0251953125
165888,81,10.36586156866485,0.6015112400054932,-0.001305389050685335,0.5669894742313772,0.9083079602569342,0.0009170552002615295,0.017333984375
167936,82,9.826527770012806,0.5993728637695312,-0.004368821429670789,0.5802209200337529,0.909157070890069,0.004652257668203675,0.046337890625
169984,83,10.847699655603169,0.5973547697067261,-0.003126919695932884,0.6168175439350307,0.9052055729553103,0.004694475170981605,0.03955078125
172032,84,9.789798539037372,0.5934085249900818,-0.0025041975270141846,0.5917664192616939,0.9000672370195388,0.00483738820621511,0.027294921875
174080,85,8.12383902949913,0.5943508148193359,-0.004586797759111505,0.9768316182307899,0.8980963183566928,0.0033480870799394323,0.032373046875
176128,86,10.342761048418385,0.5902911424636841,-0.0039049800514476376,0.529604813363403,0.8950324703007937,0.004735880791849922,0.03740234375
178176,87,10.894698408928404,0.5902694463729858,-0.0027979224410955793,0.5081003515515476,0.8918447250500321,0.005134190992976073,0.040771484375
180224,88,10.300498847116309,0.5887465476989746,-0.0038697799653164113,0.519926346372813,0.8902576886117458,0.0024483926958055236,0.02841796875
182272,89,8.656979402739609,0.5874450206756592,-0.006441956394701265,0.5263104434590786,0.887696385011077,0.006690473730850499,0.086376953125
184320,90,10.900278009625968,0.5859641432762146,-0.0014924962481018156,0.5254795935936272,0.8858596842736006,0.0006362874541082419,0.02607421875
186368,91,9.645956087659034,0.579354465007782,-0.0038041249485104346,0.5560825478285552,0.8789582319557667,0.0017459457390941679,0.030078125
188416,92,10.32646675500116,0.5814903378486633,-0.0020571178174577653,0.5271216252353043,0.8749854620546103,0.004178528802003712,0.019189453125
190464,93,10.923494533268585,0.5829870700836182,-0.002255789909395389,0.4879811356309801,0.8781717410311103,0.0012011548737064005,0.02587890625
192512,94,10.818975014739525,0.5832973122596741,-0.0020389478420838715,0.5053037768695503,0.8795538820326328,0.001850919850403443,0.030517578125
194560,95,9.79800456188538,0.5825913548469543,-0.004533262498443946,0.5340947415214032,0.8795452294871211,0.00426448530779453,0.05830078125
196608,96,9.806911992633703,0.5822599530220032,-0.0018826651357812807,0.5216076721902937,0.8784635143354536,0.0029755744792055337,0.016943359375
198656,97,9.73585953315077,0.5829824805259705,-0.001086243850295432,0.49439012659713627,0.8787887277081609,0.004726947261951863,0.025830078125
200704,98,10.29986697548281,0.5829179883003235,-0.003226760070538148,0.4765259632375091,0.8790132321417332,0.005320369290711824,0.036474609375
